PASSENGERS,UNIQUE_CARRIER,CARRIER_NAME,ORIGIN_AIRPORT_ID,ORIGIN,DEST_AIRPORT_ID,DEST,AIRCRAFT_TYPE,MONTH
115.00,AA,American Airlines Inc.,11298,DFW,13370,MLM,694,9
115.00,AA,American Airlines Inc.,11298,DFW,14832,SJD,721,10
115.00,AA,American Airlines Inc.,12010,GUA,11298,DFW,838,6
115.00,AA,American Airlines Inc.,13303,MIA,12010,GUA,838,2
115.00,AA,American Airlines Inc.,13514,MTY,13158,MAF,698,4
115.00,AA,American Airlines Inc.,14065,PEI,14027,PBI,698,4
115.00,B6,JetBlue Airways,10721,BOS,10521,BDA,694,6
115.00,DL,Delta Air Lines Inc.,10397,ATL,13605,NAS,614,1
115.00,DL,Delta Air Lines Inc.,14681,SAP,12451,JAX,698,8
115.00,DL,Delta Air Lines Inc.,14869,SLC,13252,MEX,694,7
115.00,DL,Delta Air Lines Inc.,16852,NLU,12191,HOU,622,4
115.00,F9,Frontier Airlines Inc.,11032,CUN,11042,CLE,721,7
115.00,F9,Frontier Airlines Inc.,11032,CUN,13198,MCI,699,8
115.00,F9,Frontier Airlines Inc.,11298,DFW,13180,MBJ,694,8
115.00,F9,Frontier Airlines Inc.,13204,MCO,14293,PUJ,694,9
115.00,F9,Frontier Airlines Inc.,13204,MCO,14739,SDQ,722,4
115.00,NK,Spirit Air Lines,12693,KIN,11697,FLL,721,10
115.00,UA,United Air Lines Inc.,10711,BOG,12264,IAD,838,7
115.00,UA,United Air Lines Inc.,12010,GUA,12266,IAH,612,10
115.00,UA,United Air Lines Inc.,12264,IAD,11488,EDI,626,10
115.00,UA,United Air Lines Inc.,12264,IAD,13252,MEX,698,4
115.00,UA,United Air Lines Inc.,12264,IAD,15084,SXM,612,10
115.00,UA,United Air Lines Inc.,12266,IAH,14312,PVR,614,1
115.00,UA,United Air Lines Inc.,12266,IAH,16477,QRO,694,6
115.00,UA,United Air Lines Inc.,13605,NAS,10821,BWI,614,9
115.00,UA,United Air Lines Inc.,13930,ORD,16229,YVR,612,1
115.00,UA,United Air Lines Inc.,15084,SXM,12264,IAD,612,9
115.00,WN,Southwest Airlines Co.,14832,SJD,14679,SAN,612,3
116.00,04Q,Tradewind Aviation,14843,SJU,14692,SBH,479,6
116.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10185,AEX,14739,SDQ,617,10
116.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13303,MIA,14293,PUJ,617,7
116.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",14681,SAP,14683,SAT,617,6
116.00,3BQ,"Nealco Air Charter Services, Inc.  d/b/a  Watermakers Air",16825,TYM,11827,FXE,415,2
116.00,AA,American Airlines Inc.,10423,AUS,14293,PUJ,698,4
116.00,AA,American Airlines Inc.,11057,CLT,11950,GND,698,4
116.00,AA,American Airlines Inc.,11298,DFW,13252,MEX,698,10
116.00,AA,American Airlines Inc.,11868,GCM,11697,FLL,614,2
116.00,AA,American Airlines Inc.,11888,GEO,13303,MIA,614,1
116.00,AA,American Airlines Inc.,13252,MEX,11057,CLT,694,5
116.00,AA,American Airlines Inc.,13303,MIA,16271,YYZ,614,10
116.00,AA,American Airlines Inc.,13799,OAX,12266,IAH,698,3
116.00,AA,American Airlines Inc.,14637,RTB,13303,MIA,614,2
116.00,DL,Delta Air Lines Inc.,10397,ATL,13252,MEX,888,2
116.00,DL,Delta Air Lines Inc.,13605,NAS,12478,JFK,614,5
116.00,F9,Frontier Airlines Inc.,11032,CUN,10821,BWI,694,7
116.00,F9,Frontier Airlines Inc.,11032,CUN,13303,MIA,694,6
116.00,F9,Frontier Airlines Inc.,12889,LAS,11874,GDL,694,3
116.00,NK,Spirit Air Lines,11032,CUN,14100,PHL,694,5
116.00,NK,Spirit Air Lines,13204,MCO,11164,CTG,722,8
116.00,NK,Spirit Air Lines,13204,MCO,13180,MBJ,698,1
116.00,NK,Spirit Air Lines,14100,PHL,11032,CUN,694,5
116.00,NK,Spirit Air Lines,14838,SJO,11697,FLL,722,10
116.00,UA,United Air Lines Inc.,11618,EWR,16477,QRO,612,3
116.00,UA,United Air Lines Inc.,12264,IAD,15084,SXM,612,9
116.00,UA,United Air Lines Inc.,12266,IAH,16257,YYC,612,3
116.00,UA,United Air Lines Inc.,12892,LAX,12010,GUA,838,8
116.00,UA,United Air Lines Inc.,13930,ORD,11760,FRA,887,2
116.00,UA,United Air Lines Inc.,14747,SEA,16229,YVR,694,10
116.00,UA,United Air Lines Inc.,14832,SJD,12892,LAX,614,7
116.00,UA,United Air Lines Inc.,14918,SNN,13930,ORD,626,9
116.00,UA,United Air Lines Inc.,15513,UVF,13930,ORD,888,3
116.00,UA,United Air Lines Inc.,16229,YVR,14747,SEA,694,5
116.00,WN,Southwest Airlines Co.,11032,CUN,10693,BNA,838,9
116.00,WN,Southwest Airlines Co.,11032,CUN,12191,HOU,614,10
116.00,WN,Southwest Airlines Co.,11032,CUN,14635,RSW,612,5
116.00,WN,Southwest Airlines Co.,14832,SJD,10423,AUS,838,9
116.00,WN,Southwest Airlines Co.,14832,SJD,11292,DEN,612,9
116.00,XP,TEM Enterprises dba  Avelo Airlines,11003,CID,16271,YYZ,614,1
116.00,XP,TEM Enterprises dba  Avelo Airlines,11185,CUR,13204,MCO,614,1
116.00,XP,TEM Enterprises dba  Avelo Airlines,15370,TUL,11185,CUR,614,1
117.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11540,ELP,14677,SAL,619,9
117.00,9K,Cape Air,15598,VIJ,14843,SJU,125,8
117.00,AA,American Airlines Inc.,11075,CMW,13303,MIA,614,4
117.00,AA,American Airlines Inc.,11298,DFW,13594,MZT,698,9
117.00,AA,American Airlines Inc.,12892,LAX,13252,MEX,614,6
117.00,AA,American Airlines Inc.,13180,MBJ,12478,JFK,838,1
117.00,AA,American Airlines Inc.,13303,MIA,16271,YYZ,721,2
117.00,AA,American Airlines Inc.,14107,PHX,14832,SJD,838,1
117.00,AA,American Airlines Inc.,14286,PTY,13303,MIA,838,4
117.00,AA,American Airlines Inc.,14286,PTY,13303,MIA,838,7
117.00,AA,American Airlines Inc.,15084,SXM,13303,MIA,838,1
117.00,AA,American Airlines Inc.,16257,YYC,11298,DFW,699,2
117.00,AA,American Airlines Inc.,16271,YYZ,11298,DFW,721,2
117.00,B6,JetBlue Airways,11164,CTG,12478,JFK,699,5
117.00,B6,JetBlue Airways,12073,HAV,12478,JFK,694,9
117.00,DL,Delta Air Lines Inc.,10397,ATL,13514,MTY,698,8
117.00,DL,Delta Air Lines Inc.,13252,MEX,14683,SAT,694,1
117.00,GCA,"Global Crossing Airlines, Inc.",12180,HOG,13303,MIA,699,7
117.00,GCA,"Global Crossing Airlines, Inc.",13303,MIA,13068,LRM,694,6
117.00,KAH,Kenmore Air Harbor,13002,LKE,16233,YWH,040,5
117.00,MQ,Envoy Air,10423,AUS,13605,NAS,673,2
117.00,NK,Spirit Air Lines,11697,FLL,10878,CAP,694,1
117.00,NK,Spirit Air Lines,11697,FLL,12010,GUA,699,6
117.00,NK,Spirit Air Lines,11697,FLL,15084,SXM,694,10
117.00,NK,Spirit Air Lines,14739,SDQ,13204,MCO,722,9
117.00,UA,United Air Lines Inc.,11292,DEN,13605,NAS,888,6
117.00,UA,United Air Lines Inc.,11618,EWR,10575,BGI,614,9
117.00,UA,United Air Lines Inc.,11618,EWR,11435,DUB,626,2
117.00,UA,United Air Lines Inc.,12169,HND,13930,ORD,887,2
117.00,UA,United Air Lines Inc.,12266,IAH,13514,MTY,614,10
117.00,UA,United Air Lines Inc.,12266,IAH,13605,NAS,612,1
117.00,UA,United Air Lines Inc.,12266,IAH,16229,YVR,612,9
117.00,UA,United Air Lines Inc.,13514,MTY,13256,MFE,612,7
117.00,UA,United Air Lines Inc.,13930,ORD,16257,YYC,614,1
117.00,X9,Omni Air International LLC,10299,ANC,12277,ICN,625,1
117.00,ZW,Air Wisconsin Airlines Corp,12264,IAD,16217,YUL,629,1
118.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10185,AEX,14681,SAP,619,2
118.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",14677,SAL,10185,AEX,619,7
118.00,2LQ,Tropic Ocean Airways LLC,11697,FLL,13746,NSB,416,4
118.00,3M,Silver Airways,11907,GGT,11697,FLL,441,3
118.00,3M,Silver Airways,14843,SJU,11372,DOM,442,5
118.00,AA,American Airlines Inc.,11032,CUN,14027,PBI,721,6
118.00,AA,American Airlines Inc.,11298,DFW,12990,LIR,838,9
118.00,AA,American Airlines Inc.,12990,LIR,13158,MAF,614,3
118.00,AA,American Airlines Inc.,13303,MIA,11052,CLO,614,3
118.00,AA,American Airlines Inc.,13605,NAS,11057,CLT,694,2
118.00,AA,American Airlines Inc.,13799,OAX,14683,SAT,698,5
118.00,AA,American Airlines Inc.,14832,SJD,11057,CLT,614,7
118.00,AA,American Airlines Inc.,14832,SJD,11298,DFW,721,9
118.00,AA,American Airlines Inc.,14879,SLP,10423,AUS,698,6
118.00,AA,American Airlines Inc.,15084,SXM,12478,JFK,698,4
118.00,AA,American Airlines Inc.,16217,YUL,15370,TUL,698,4
118.00,AA,American Airlines Inc.,16271,YYZ,15370,TUL,698,4
118.00,AS,Alaska Airlines Inc.,11032,CUN,14747,SEA,888,8
118.00,B6,JetBlue Airways,13204,MCO,12986,LIM,694,9
118.00,DL,Delta Air Lines Inc.,10292,AMS,12478,JFK,626,6
118.00,DL,Delta Air Lines Inc.,13487,MSP,12972,LHR,687,10
118.00,F9,Frontier Airlines Inc.,11032,CUN,11042,CLE,694,6
118.00,F9,Frontier Airlines Inc.,13204,MCO,11874,GDL,694,2
118.00,F9,Frontier Airlines Inc.,14293,PUJ,13204,MCO,694,2
118.00,F9,Frontier Airlines Inc.,14293,PUJ,14100,PHL,722,9
118.00,GCA,"Global Crossing Airlines, Inc.",14849,SKB,13303,MIA,694,4
118.00,KAH,Kenmore Air Harbor,13002,LKE,16233,YWH,040,6
118.00,NK,Spirit Air Lines,11697,FLL,10411,AUA,694,3
118.00,NK,Spirit Air Lines,12010,GUA,15304,TPA,698,5
118.00,NK,Spirit Air Lines,14677,SAL,12266,IAH,699,9
118.00,UA,United Air Lines Inc.,11618,EWR,15513,UVF,888,3
118.00,UA,United Air Lines Inc.,12266,IAH,11874,GDL,698,8
118.00,UA,United Air Lines Inc.,12266,IAH,13269,MGA,612,2
118.00,UA,United Air Lines Inc.,12266,IAH,16271,YYZ,694,9
118.00,UA,United Air Lines Inc.,13252,MEX,14524,RIC,612,8
118.00,WN,Southwest Airlines Co.,12191,HOU,13180,MBJ,614,10
118.00,WN,Southwest Airlines Co.,13204,MCO,13180,MBJ,612,6
118.00,WN,Southwest Airlines Co.,14832,SJD,14893,SMF,614,9
118.00,X9,Omni Air International LLC,15084,SXM,12323,ILM,625,3
119.00,1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",10185,AEX,12986,LIM,626,6
119.00,3M,Silver Airways,11731,FPO,11697,FLL,441,1
119.00,AA,American Airlines Inc.,10486,BAQ,13303,MIA,614,10
119.00,AA,American Airlines Inc.,10521,BDA,12264,IAD,698,8
119.00,AA,American Airlines Inc.,11057,CLT,16217,YUL,699,4
119.00,AA,American Airlines Inc.,11868,GCM,14100,PHL,698,7
119.00,AA,American Airlines Inc.,12180,HOG,14635,RSW,614,6
119.00,AA,American Airlines Inc.,13252,MEX,11298,DFW,698,10
119.00,AA,American Airlines Inc.,13303,MIA,15084,SXM,698,7
119.00,AA,American Airlines Inc.,13303,MIA,15923,XPL,838,2
119.00,AA,American Airlines Inc.,13303,MIA,16271,YYZ,699,7
119.00,AA,American Airlines Inc.,14100,PHL,11868,GCM,698,7
119.00,AA,American Airlines Inc.,14100,PHL,16085,YHZ,699,7
119.00,AA,American Airlines Inc.,14677,SAL,11298,DFW,699,6
119.00,AA,American Airlines Inc.,16271,YYZ,13303,MIA,721,5
119.00,B6,JetBlue Airways,14683,SAT,14832,SJD,694,3
119.00,DL,Delta Air Lines Inc.,10920,CDG,12478,JFK,696,2
119.00,DL,Delta Air Lines Inc.,12073,HAV,14635,RSW,614,5
119.00,DL,Delta Air Lines Inc.,12892,LAX,12972,LHR,687,9
119.00,DL,Delta Air Lines Inc.,13252,MEX,12266,IAH,698,4
119.00,MQ,Envoy Air,13303,MIA,11654,FDF,673,9
119.00,NK,Spirit Air Lines,11697,FLL,12051,GYE,694,6
119.00,NK,Spirit Air Lines,14293,PUJ,13204,MCO,699,3
119.00,UA,United Air Lines Inc.,10638,BJX,12266,IAH,694,9
119.00,UA,United Air Lines Inc.,10711,BOG,12266,IAH,614,1
119.00,UA,United Air Lines Inc.,11618,EWR,14207,POP,612,6
119.00,UA,United Air Lines Inc.,11618,EWR,14832,SJD,839,1
119.00,UA,United Air Lines Inc.,12264,IAD,13605,NAS,612,7
119.00,UA,United Air Lines Inc.,12266,IAH,13269,MGA,838,4
119.00,UA,United Air Lines Inc.,13605,NAS,12266,IAH,614,3
119.00,UA,United Air Lines Inc.,13605,NAS,12266,IAH,888,1
119.00,UA,United Air Lines Inc.,13930,ORD,16229,YVR,698,3
119.00,UA,United Air Lines Inc.,16229,YVR,12266,IAH,612,9
119.00,UA,United Air Lines Inc.,16229,YVR,12266,IAH,698,9
119.00,WN,Southwest Airlines Co.,10423,AUS,11032,CUN,614,1
119.00,WN,Southwest Airlines Co.,13232,MDW,14293,PUJ,614,9
119.00,WN,Southwest Airlines Co.,14832,SJD,11109,COS,612,4
119.00,YV,Mesa Airlines Inc.,10638,BJX,14683,SAT,673,6
120.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",12206,HRL,14681,SAP,619,6
120.00,AA,American Airlines Inc.,11244,CZM,11057,CLT,698,4
120.00,AA,American Airlines Inc.,13252,MEX,12889,LAS,694,3
120.00,AA,American Airlines Inc.,13303,MIA,11888,GEO,614,1
120.00,AA,American Airlines Inc.,13303,MIA,14286,PTY,699,4
120.00,AA,American Airlines Inc.,13303,MIA,14286,PTY,838,2
120.00,AA,American Airlines Inc.,13303,MIA,14637,RTB,614,7
120.00,AA,American Airlines Inc.,14286,PTY,13204,MCO,698,6
120.00,AS,Alaska Airlines Inc.,14832,SJD,14057,PDX,614,8
120.00,B6,JetBlue Airways,12478,JFK,14153,PLS,694,1
120.00,B6,JetBlue Airways,13204,MCO,12693,KIN,694,6
120.00,DL,Delta Air Lines Inc.,10397,ATL,10521,BDA,694,6
120.00,DL,Delta Air Lines Inc.,11625,EZE,10397,ATL,696,6
120.00,DL,Delta Air Lines Inc.,14681,SAP,14685,SAV,698,8
120.00,F9,Frontier Airlines Inc.,11032,CUN,11042,CLE,699,8
120.00,F9,Frontier Airlines Inc.,11032,CUN,11042,CLE,721,5
120.00,F9,Frontier Airlines Inc.,11042,CLE,11032,CUN,694,7
120.00,F9,Frontier Airlines Inc.,14739,SDQ,14843,SJU,722,2
120.00,GCA,"Global Crossing Airlines, Inc.",14761,SFB,10411,AUA,694,4
120.00,NK,Spirit Air Lines,12266,IAH,14677,SAL,722,3
120.00,NK,Spirit Air Lines,12266,IAH,14832,SJD,694,6
120.00,NK,Spirit Air Lines,13180,MBJ,13204,MCO,694,3
120.00,NK,Spirit Air Lines,14681,SAP,11697,FLL,694,9
120.00,UA,United Air Lines Inc.,11032,CUN,15304,TPA,888,6
120.00,UA,United Air Lines Inc.,12026,GVA,10821,BWI,626,9
120.00,UA,United Air Lines Inc.,12266,IAH,12972,LHR,626,1
120.00,UA,United Air Lines Inc.,12266,IAH,12990,LIR,888,9
120.00,UA,United Air Lines Inc.,12266,IAH,16477,QRO,612,6
120.00,UA,United Air Lines Inc.,13252,MEX,14683,SAT,698,6
120.00,UA,United Air Lines Inc.,13514,MTY,12266,IAH,614,10
120.00,UA,United Air Lines Inc.,15455,UIO,12266,IAH,614,3
120.00,UA,United Air Lines Inc.,15513,UVF,10721,BOS,612,4
120.00,UA,United Air Lines Inc.,16271,YYZ,13930,ORD,612,7
120.00,WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",11244,CZM,13931,ORF,655,3
120.00,WN,Southwest Airlines Co.,13204,MCO,10411,AUA,838,9
120.00,WN,Southwest Airlines Co.,13605,NAS,10821,BWI,612,3
120.00,ZW,Air Wisconsin Airlines Corp,12264,IAD,16271,YYZ,629,1
121.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10466,AZA,12010,GUA,619,6
121.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",12266,IAH,14681,SAP,619,3
121.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13061,LRD,14681,SAP,619,10
121.00,2JQ,Delux Public Charter LLC,11259,DAL,16443,CSL,674,8
121.00,3M,Silver Airways,11731,FPO,11697,FLL,441,5
121.00,AA,American Airlines Inc.,11057,CLT,13605,NAS,698,4
121.00,AA,American Airlines Inc.,11057,CLT,15084,SXM,614,4
121.00,AA,American Airlines Inc.,12892,LAX,13252,MEX,614,7
121.00,AA,American Airlines Inc.,13306,MID,13303,MIA,614,10
121.00,AA,American Airlines Inc.,14012,PAP,11697,FLL,698,8
121.00,AS,Alaska Airlines Inc.,12892,LAX,13594,MZT,634,5
121.00,AS,Alaska Airlines Inc.,12892,LAX,14838,SJO,721,8
121.00,AS,Alaska Airlines Inc.,14893,SMF,14832,SJD,839,1
121.00,DL,Delta Air Lines Inc.,10397,ATL,14293,PUJ,614,1
121.00,DL,Delta Air Lines Inc.,10397,ATL,14739,SDQ,614,1
121.00,DL,Delta Air Lines Inc.,12972,LHR,10868,CAE,624,3
121.00,DL,Delta Air Lines Inc.,13252,MEX,12892,LAX,888,10
121.00,DL,Delta Air Lines Inc.,13252,MEX,14869,SLC,694,1
121.00,DL,Delta Air Lines Inc.,14312,PVR,12892,LAX,888,2
121.00,DL,Delta Air Lines Inc.,14832,SJD,12892,LAX,888,3
121.00,DL,Delta Air Lines Inc.,14918,SNN,12478,JFK,624,3
121.00,DL,Delta Air Lines Inc.,16229,YVR,14869,SLC,694,9
121.00,GCA,"Global Crossing Airlines, Inc.",13303,MIA,11075,CMW,694,2
121.00,NK,Spirit Air Lines,12266,IAH,15923,XPL,722,9
121.00,NK,Spirit Air Lines,13204,MCO,11032,CUN,722,9
121.00,NK,Spirit Air Lines,13204,MCO,14739,SDQ,699,3
121.00,NK,Spirit Air Lines,14100,PHL,13180,MBJ,694,3
121.00,NK,Spirit Air Lines,14681,SAP,13204,MCO,722,6
121.00,UA,United Air Lines Inc.,11032,CUN,14771,SFO,839,2
121.00,UA,United Air Lines Inc.,13252,MEX,12264,IAD,612,4
121.00,UA,United Air Lines Inc.,14637,RTB,12266,IAH,612,8
121.00,UA,United Air Lines Inc.,14771,SFO,14832,SJD,698,8
121.00,UA,United Air Lines Inc.,14838,SJO,11292,DEN,614,1
121.00,UA,United Air Lines Inc.,15092,SYD,12266,IAH,889,10
121.00,UA,United Air Lines Inc.,16229,YVR,11292,DEN,838,1
121.00,WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",13931,ORF,11244,CZM,655,3
121.00,WN,Southwest Airlines Co.,11697,FLL,14153,PLS,614,2
121.00,WN,Southwest Airlines Co.,13180,MBJ,14122,PIT,838,4
122.00,04Q,Tradewind Aviation,14843,SJU,14692,SBH,479,7
122.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11540,ELP,14677,SAL,617,7
122.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",12266,IAH,14681,SAP,619,6
122.00,3M,Silver Airways,11534,ELH,11697,FLL,441,4
122.00,3M,Silver Airways,14843,SJU,10444,AXA,441,6
122.00,AA,American Airlines Inc.,10792,BUF,16271,YYZ,698,8
122.00,AA,American Airlines Inc.,11032,CUN,11298,DFW,698,7
122.00,AA,American Airlines Inc.,11057,CLT,13252,MEX,694,5
122.00,AA,American Airlines Inc.,11298,DFW,16217,YUL,694,6
122.00,AA,American Airlines Inc.,11298,DFW,16257,YYC,838,6
122.00,AA,American Airlines Inc.,11298,DFW,16271,YYZ,694,2
122.00,AA,American Airlines Inc.,12478,JFK,15084,SXM,698,4
122.00,AA,American Airlines Inc.,12892,LAX,13252,MEX,694,1
122.00,AA,American Airlines Inc.,13252,MEX,10994,CHS,698,1
122.00,AA,American Airlines Inc.,13303,MIA,13605,NAS,699,2
122.00,AA,American Airlines Inc.,13605,NAS,11278,DCA,698,9
122.00,AA,American Airlines Inc.,13605,NAS,13303,MIA,699,2
122.00,AA,American Airlines Inc.,15084,SXM,14492,RDU,698,1
122.00,AA,American Airlines Inc.,16217,YUL,14027,PBI,698,10
122.00,B6,JetBlue Airways,11185,CUR,11697,FLL,694,1
122.00,B6,JetBlue Airways,14492,RDU,12693,KIN,694,1
122.00,B6,JetBlue Airways,16229,YVR,12478,JFK,721,10
122.00,DL,Delta Air Lines Inc.,12478,JFK,13605,NAS,614,4
122.00,DL,Delta Air Lines Inc.,13252,MEX,10397,ATL,698,4
122.00,DL,Delta Air Lines Inc.,13252,MEX,13487,MSP,694,1
122.00,DL,Delta Air Lines Inc.,14869,SLC,16257,YYC,694,1
122.00,DL,Delta Air Lines Inc.,14869,SLC,16271,YYZ,694,7
122.00,F9,Frontier Airlines Inc.,11292,DEN,13180,MBJ,699,4
122.00,F9,Frontier Airlines Inc.,13180,MBJ,15016,STL,699,3
122.00,F9,Frontier Airlines Inc.,13303,MIA,14838,SJO,694,7
122.00,GCA,"Global Crossing Airlines, Inc.",11868,GCM,11433,DTW,694,1
122.00,GCA,"Global Crossing Airlines, Inc.",13303,MIA,12180,HOG,699,4
122.00,KAH,Kenmore Air Harbor,12652,KEH,16310,ZNA,042,6
122.00,MQ,Envoy Air,13605,NAS,10423,AUS,673,8
122.00,NK,Spirit Air Lines,10693,BNA,11032,CUN,722,4
122.00,NK,Spirit Air Lines,11697,FLL,11032,CUN,722,3
122.00,NK,Spirit Air Lines,12010,GUA,11697,FLL,699,8
122.00,NK,Spirit Air Lines,13180,MBJ,14100,PHL,694,6
122.00,UA,United Air Lines Inc.,11032,CUN,12266,IAH,612,1
122.00,UA,United Air Lines Inc.,11032,CUN,12266,IAH,614,5
122.00,UA,United Air Lines Inc.,11648,FCA,16257,YYC,698,5
122.00,UA,United Air Lines Inc.,12266,IAH,10638,BJX,694,9
122.00,UA,United Air Lines Inc.,12266,IAH,10711,BOG,614,1
122.00,UA,United Air Lines Inc.,12266,IAH,13514,MTY,614,6
122.00,UA,United Air Lines Inc.,12266,IAH,16271,YYZ,694,10
122.00,UA,United Air Lines Inc.,12892,LAX,14677,SAL,614,2
122.00,UA,United Air Lines Inc.,12990,LIR,11292,DEN,614,9
122.00,UA,United Air Lines Inc.,13252,MEX,14524,RIC,612,4
122.00,UA,United Air Lines Inc.,13256,MFE,11874,GDL,612,2
122.00,UA,United Air Lines Inc.,13605,NAS,14122,PIT,694,7
122.00,UA,United Air Lines Inc.,14312,PVR,12264,IAD,614,4
122.00,UA,United Air Lines Inc.,14312,PVR,12266,IAH,888,3
122.00,UA,United Air Lines Inc.,14677,SAL,12264,IAD,838,10
122.00,WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",12073,HAV,13303,MIA,655,5
122.00,WN,Southwest Airlines Co.,13180,MBJ,13232,MDW,838,9
123.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10172,ADW,13618,NBW,617,7
123.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11540,ELP,14681,SAP,617,9
123.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",12206,HRL,14677,SAL,614,7
123.00,3BQ,"Nealco Air Charter Services, Inc.  d/b/a  Watermakers Air",14682,SAQ,11827,FXE,415,2
123.00,3M,Silver Airways,11907,GGT,11697,FLL,441,6
123.00,AA,American Airlines Inc.,11032,CUN,14107,PHX,699,8
123.00,AA,American Airlines Inc.,11057,CLT,10521,BDA,614,1
123.00,AA,American Airlines Inc.,11057,CLT,14849,SKB,698,1
123.00,AA,American Airlines Inc.,11057,CLT,16271,YYZ,694,1
123.00,AA,American Airlines Inc.,11298,DFW,12010,GUA,838,8
123.00,AA,American Airlines Inc.,11298,DFW,16257,YYC,694,3
123.00,AA,American Airlines Inc.,11874,GDL,12266,IAH,694,8
123.00,AA,American Airlines Inc.,11884,GEG,16257,YYC,698,2
123.00,AA,American Airlines Inc.,11950,GND,11057,CLT,698,4
123.00,AA,American Airlines Inc.,12180,HOG,13303,MIA,838,5
123.00,AA,American Airlines Inc.,12892,LAX,16229,YVR,699,10
123.00,AA,American Airlines Inc.,13252,MEX,11057,CLT,694,1
123.00,AA,American Airlines Inc.,13252,MEX,12892,LAX,614,7
123.00,AA,American Airlines Inc.,13303,MIA,13239,MEC,838,3
123.00,AA,American Airlines Inc.,13303,MIA,13605,NAS,721,7
123.00,AA,American Airlines Inc.,13303,MIA,15052,SVD,614,10
123.00,AA,American Airlines Inc.,13303,MIA,16271,YYZ,614,8
123.00,AA,American Airlines Inc.,13303,MIA,16271,YYZ,699,9
123.00,AA,American Airlines Inc.,13303,MIA,16271,YYZ,838,1
123.00,AA,American Airlines Inc.,13303,MIA,16271,YYZ,838,4
123.00,AA,American Airlines Inc.,13514,MTY,13851,OKC,698,8
123.00,AA,American Airlines Inc.,13930,ORD,13180,MBJ,838,8
123.00,AA,American Airlines Inc.,14012,PAP,14635,RSW,698,6
123.00,AA,American Airlines Inc.,15513,UVF,13303,MIA,694,4
123.00,AA,American Airlines Inc.,16229,YVR,12892,LAX,614,10
123.00,AA,American Airlines Inc.,16271,YYZ,10423,AUS,694,8
123.00,AS,Alaska Airlines Inc.,14679,SAN,11032,CUN,888,4
123.00,AS,Alaska Airlines Inc.,14679,SAN,14312,PVR,634,3
123.00,B6,JetBlue Airways,10721,BOS,10521,BDA,694,9
123.00,B6,JetBlue Airways,11032,CUN,13204,MCO,721,10
123.00,C5,CommuteAir LLC dba CommuteAir,16149,YOW,12264,IAD,675,6
123.00,DL,Delta Air Lines Inc.,10397,ATL,14681,SAP,694,8
123.00,DL,Delta Air Lines Inc.,11868,GCM,15412,TYS,614,1
123.00,DL,Delta Air Lines Inc.,12892,LAX,14832,SJD,888,3
123.00,DL,Delta Air Lines Inc.,13514,MTY,14193,PNS,698,3
123.00,DL,Delta Air Lines Inc.,15304,TPA,16271,YYZ,622,4
123.00,DL,Delta Air Lines Inc.,16257,YYC,13487,MSP,699,7
123.00,DL,Delta Air Lines Inc.,16271,YYZ,15304,TPA,622,4
123.00,F9,Frontier Airlines Inc.,11032,CUN,10821,BWI,694,5
123.00,F9,Frontier Airlines Inc.,14843,SJU,14739,SDQ,694,5
123.00,F9,Frontier Airlines Inc.,14843,SJU,14739,SDQ,721,2
123.00,MQ,Envoy Air,11244,CZM,10423,AUS,673,10
123.00,NK,Spirit Air Lines,10448,AXM,11697,FLL,694,4
123.00,NK,Spirit Air Lines,11032,CUN,12266,IAH,698,6
123.00,NK,Spirit Air Lines,11032,CUN,12266,IAH,699,3
123.00,NK,Spirit Air Lines,13204,MCO,11164,CTG,722,7
123.00,NK,Spirit Air Lines,13204,MCO,14681,SAP,722,6
123.00,UA,United Air Lines Inc.,11292,DEN,14637,RTB,888,3
123.00,UA,United Air Lines Inc.,12266,IAH,13514,MTY,614,2
123.00,UA,United Air Lines Inc.,12266,IAH,15584,VER,698,7
123.00,UA,United Air Lines Inc.,12266,IAH,16229,YVR,694,4
